,amount,date,displayName,name,sharePrice,sharesIssued,stage,totalSharesOutstanding
1586,550000.0 USD,1/8/16,SimplyCook,Episode 1,,,Seed,
1587,550000.0 USD,1/8/16,SimplyCook,Wild Blue Cohort,,,Seed,
1588,,12/1/15,Orchard Mile,Bark Equities,,,Unattributed,
1589,,3/31/15,Carroll Cuisine,The Carlyle Group,,,Private Equity,
1590,10000000.0 USD,6/15/18,Indigo Paints,Sequoia Capital,,,Historical,
1591,1000000.0 USD,12/8/16,Eversound,Shelter Capital Partners,,,Seed,
1592,1000000.0 USD,12/8/16,Eversound,10X Venture Partners,,,Seed,
1593,1000000.0 USD,12/8/16,Eversound,Red Bear Angels,,,Seed,
1594,42000000.0 USD,7/21/03,Escort,American Capital,,,Unattributed,
1595,661554.0 USD,6/22/18,Loli Beauty,Emami,,,Unattributed,
1596,,3/30/10,Lorna Jane,CHAMP Ventures,,,Unattributed,
1597,6666666.666666667 USD,5/18/18,Rebbl,Powerplant Ventures,,,Unattributed,
1598,6666666.666666667 USD,5/18/18,Rebbl,CAVU Venture Partners,,,Unattributed,
1599,6666666.666666667 USD,5/18/18,Rebbl,Bigr Ventures,,,Unattributed,
1600,2000000.0 USD,12/12/16,Rebbl,Powerplant Ventures,,,Series D,
1601,2000000.0 USD,12/12/16,Rebbl,CircleUp,,,Series D,
1602,2000000.0 USD,12/12/16,Rebbl,Blueberry Ventures,,,Series D,
1603,2000000.0 USD,12/12/16,Rebbl,Boulder Investment Group Reprise,,,Series D,
1604,2000000.0 USD,12/12/16,Rebbl,John Foraker,,,Series D,
1605,666666.6666666666 USD,1/14/16,Rebbl,Powerplant Ventures,,,Seed,
1606,666666.6666666666 USD,1/14/16,Rebbl,CircleUp,,,Seed,
1607,666666.6666666666 USD,1/14/16,Rebbl,Blueberry Ventures,,,Seed,
1608,666666.6666666666 USD,1/14/16,Rebbl,Michael Keriokos,,,Seed,
1609,666666.6666666666 USD,1/14/16,Rebbl,Duane Primozich,,,Seed,
1610,666666.6666666666 USD,1/14/16,Rebbl,Carole Buyers,,,Seed,
1611,18333333.333333332 USD,11/1/18,Hydrofarm,Hawthorn Equity Partners,,,Unattributed,
1612,18333333.333333332 USD,11/1/18,Hydrofarm,Serruya Private Equity,,,Unattributed,
1613,18333333.333333332 USD,11/1/18,Hydrofarm,Broadband Capital Investments,,,Unattributed,
1614,29400000.0 USD,8/3/18,Hydrofarm,SternAegis Ventures,,,Unattributed,
1615,,7/10/17,Hydrofarm,Hawthorn Equity Partners,,,Unattributed,
1616,,7/10/17,Hydrofarm,Serruya Private Equity,,,Unattributed,
1617,,7/10/17,Hydrofarm,Broadband Capital Investments,,,Unattributed,
1618,4234000.0 USD,5/15/18,Cowarobot,Softbank China Venture Capital,,,Series B,
1619,4234000.0 USD,5/15/18,Cowarobot,SBCVC,,,Series B,
1620,4234000.0 USD,5/15/18,Cowarobot,China Creation Ventures,,,Series B,
1621,4234000.0 USD,5/15/18,Cowarobot,China Minsheng Investment Group,,,Series B,
1622,4234000.0 USD,5/15/18,Cowarobot,Infore Capital,,,Series B,
1623,,2/1/16,Cowarobot,Empower Investment,,,Seed,
1624,3000000.0 USD,8/27/14,InContext Solutions,Hyde Park Venture Partners,,,Series D,
1625,3000000.0 USD,8/27/14,InContext Solutions,Beringea,,,Series D,
1626,3000000.0 USD,8/27/14,InContext Solutions,Plymouth Ventures,,,Series D,
1627,3000000.0 USD,8/27/14,InContext Solutions,InvestMichigan,,,Series D,
1628,6350000.0 USD,12/21/13,InContext Solutions,Plymouth Ventures,,,Series C,
1629,6350000.0 USD,1/21/13,InContext Solutions,Plymouth Ventures,,,Series C,
1630,1530000.0 USD,12/21/11,InContext Solutions,Hyde Park Angels,,,Series B,
1631,25700000.0 USD,11/2/12,Zando,Summit Partners,,,Historical,
1632,309700.0 USD,12/8/10,Kapsch TrafficCom,NYSERDA,,,Grant,
1633,4000000.0 USD,1/30/19,Simplus,Kensington Capital Ventures,,,Series C,
1634,4000000.0 USD,1/30/19,Simplus,Savano Capital Partners,,,Series C,
1635,4000000.0 USD,1/30/19,Simplus,University Growth Fund,,,Series C,
1636,4000000.0 USD,1/30/19,Simplus,Cross Creek,,,Series C,
1637,4000000.0 USD,1/30/19,Simplus,Paul Fletcher,,,Series C,
1638,1320588.1764705882 USD,12/1/17,Simplus,Silicon Valley Bank,,,Historical,
1639,1320588.1764705882 USD,12/1/17,Simplus,EPIC Ventures,,,Historical,
1640,1320588.1764705882 USD,12/1/17,Simplus,Josh James,,,Historical,
1641,1320588.1764705882 USD,12/1/17,Simplus,Salesforce Ventures,,,Historical,
1642,1320588.1764705882 USD,12/1/17,Simplus,Infinity Global Investments,,,Historical,
1643,1320588.1764705882 USD,12/1/17,Simplus,Godard Abel,,,Historical,
1644,1320588.1764705882 USD,12/1/17,Simplus,Service Provider Capital,,,Historical,
1645,1320588.1764705882 USD,12/1/17,Simplus,Infinity Home Investments,,,Historical,
1646,1320588.1764705882 USD,12/1/17,Simplus,Eric Morgan,,,Historical,
1647,1320588.1764705882 USD,12/1/17,Simplus,Prelude Venture Fund,,,Historical,
1648,1320588.1764705882 USD,12/1/17,Simplus,Greg Warnock,,,Historical,
1649,1320588.1764705882 USD,12/1/17,Simplus,Travis Johnson,,,Historical,
1650,1320588.1764705882 USD,12/1/17,Simplus,Rick Alden,,,Historical,
1651,1320588.1764705882 USD,12/1/17,Simplus,Todd Pedersen,,,Historical,
1652,1320588.1764705882 USD,12/1/17,Simplus,Alan Hall,,,Historical,
1653,1320588.1764705882 USD,12/1/17,Simplus,Darby Smith,,,Historical,
1654,1320588.1764705882 USD,12/1/17,Simplus,Scott Cunningham,,,Historical,
1655,3100000.0 USD,12/1/17,Simplus,Cross Creek Advisors,,,Series B,
1656,3100000.0 USD,12/1/17,Simplus,EPIC Ventures,,,Series B,
1657,3100000.0 USD,12/1/17,Simplus,Salesforce Ventures,,,Series B,
1658,,6/11/18,Arctic Glacier,The Carlyle Group,,,Historical,
1659,650000.0 USD,6/26/17,Oars + Alps,Breakout Capital,,,Seed,
1660,650000.0 USD,6/26/17,Oars + Alps,Levy Family Partners,,,Seed,
1661,,8/26/16,Revionics,Square 1 Bank,,,Unattributed,
1662,15000000.0 USD,12/8/14,Revionics,Goldman Sachs,,,Series D,
1663,15000000.0 USD,12/8/14,Revionics,Zebra Ventures,,,Series D,
1664,,2/13/14,Revionics,Motorola Solutions Venture Capital,,,Unattributed,
1665,2000000.0 USD,8/19/13,Revionics,Sierra Ventures,,,Series C,
1666,1000000.0 USD,10/9/08,Revionics,Sierra Ventures,,,Series B,
1667,1000000.0 USD,10/9/08,Revionics,Blumberg Capital,,,Series B,
1668,7000000.0 USD,10/17/07,Revionics,Sierra Ventures,,,Series B,
1669,,6/11/18,Amrod,The Carlyle Group,,,Historical,
1670,,10/1/11,Brintons,The Carlyle Group,,,Historical,
1671,250000.0 USD,3/21/19,Maude,Outbound Ventures,,,Seed,
1672,250000.0 USD,3/21/19,Maude,CASSIUS Family,,,Seed,
1673,250000.0 USD,3/21/19,Maude,Shrug Capital,,,Seed,
1674,250000.0 USD,3/21/19,Maude,Tune House Capital,,,Seed,
1675,250000.0 USD,3/21/19,Maude,RRE,,,Seed,
1676,250000.0 USD,3/21/19,Maude,Pico Alto Ventures,,,Seed,
1677,,12/12/17,Maude,XFactor Ventures,,,Seed,
1678,,1/1/18,milkful,Techstars,,,Seed,
1679,,1/1/18,milkful,Techstars Austin Accelerator,,,Seed,
1680,,6/15/18,Wingreens Farms,Sequoia Capital,,,Historical,
1681,,9/1/15,Alchemy 43,Expansion Venture Capital,,,Seed,
1682,,9/1/15,Alchemy 43,Forerunner Ventures,,,Seed,
1683,,9/1/15,Alchemy 43,BAM Ventures,,,Seed,
1684,,9/1/15,Alchemy 43,Struck Capital,,,Seed,
1685,,9/1/15,Alchemy 43,TYLT Ventures,,,Seed,
1686,,4/25/18,Fender Musical Instruments,TPG,,,Historical,
1687,,1/18/13,Fender Musical Instruments,Evolution Media,,,Unattributed,
1688,5242050.0 USD,3/29/19,Green Tank Technologies,Green Acre Capital,,,Series A,
1689,5242050.0 USD,3/29/19,Green Tank Technologies,Newstrike Brands,,,Series A,
1690,1665175.0 USD,4/1/18,Green Tank Technologies,Casa Verde Capital,,,Seed,
1691,1665175.0 USD,4/1/18,Green Tank Technologies,Green Acre Capital,,,Seed,
1692,940000.0 USD,9/21/17,Misen,Matthew Luckett,,,Seed,
1693,7500000.0 USD,7/26/18,Kishlay Foods,Norwest Venture Partners,,,Unattributed,
1694,7500000.0 USD,7/26/18,Kishlay Foods,D K Surana And Associates,,,Unattributed,
1695,1200000.0 USD,10/9/17,Oliver Cabell,Michael Chambers,,,Seed,
1696,60000000.0 USD,5/16/18,Lulus,Canada Pension Plan Investment Board,,,Private Equity,
1697,60000000.0 USD,5/16/18,Lulus,IVP (Institutional Venture Partners),,,Private Equity,
1698,,8/12/14,Lulus,H.I.G. Growth Partners,,,Private Equity,
1699,,3/8/19,Atria Logic,Matrix Partners,,,Historical,
1700,25000000.0 USD,3/26/19,Sauce Labs,Riverwood Capital,,,Unattributed,
1701,25000000.0 USD,3/26/19,Sauce Labs,Jeff Parks,,,Unattributed,
1702,23333333.333333332 USD,11/15/16,Sauce Labs,Adams Street Partners,,,Unattributed,
1703,23333333.333333332 USD,11/15/16,Sauce Labs,Centerview Capital,,,Unattributed,
1704,23333333.333333332 USD,11/15/16,Sauce Labs,IVP (Institutional Venture Partners),,,Unattributed,
1705,15000000.0 USD,2/5/15,Sauce Labs,Toba Capital,,,Series D,
1706,5000000.0 USD,7/21/13,Sauce Labs,Toba Capital,,,Series C,
1707,4000000.0 USD,8/21/12,Sauce Labs,Doug Derwin,,,Series B,
1708,7000000.0 USD,7/21/09,Sauce Labs,The Contrarian Group,,,Series A,
1709,3520000.0 USD,5/24/18,ezbuy,Ventech,,,Unattributed,
1710,3520000.0 USD,5/24/18,ezbuy,IDG Ventures,,,Unattributed,
1711,3520000.0 USD,5/24/18,ezbuy,China Growth Capital,,,Unattributed,
1712,3520000.0 USD,5/24/18,ezbuy,Vision Knight Capital,,,Unattributed,
1713,3520000.0 USD,5/24/18,ezbuy,Sky9 Capital,,,Unattributed,
1714,5000000.0 USD,3/23/16,ezbuy,IDG Ventures,,,Series B,
1715,5000000.0 USD,3/23/16,ezbuy,Vision Knight Capital,,,Series B,
1716,5000000.0 USD,3/23/16,ezbuy,CGC Capital,,,Series B,
1717,5000000.0 USD,3/23/16,ezbuy,Sky9 Capital,,,Series B,
1718,,4/1/15,ezbuy,China Growth Capital,,,Series A,
1719,250000000.0 USD,3/22/19,MedMen,Gotham Green Partners,,,Unattributed,
1720,41000000.0 USD,2/8/18,MedMen,Captor Capital Corp.,,,Unattributed,
1721,15000000.0 USD,4/18/16,MedMen,Cap-Meridian Ventures,,,Unattributed,
1722,,10/15/13,ThinkUp,Quotidian Ventures,,,Seed,
1723,,10/15/13,ThinkUp,Bloomberg Beta,,,Seed,
1724,,6/15/18,Stovekraft,Sequoia Capital,,,Historical,
1725,6250000.0 USD,1/29/19,Billie,Silverton Partners,,,Series A,
1726,6250000.0 USD,1/29/19,Billie,Female Founders Fund,,,Series A,
1727,6250000.0 USD,1/29/19,Billie,Goldman Sachs Private Capital Investing,,,Series A,
1728,6250000.0 USD,1/29/19,Billie,Lakehouse Ventures,,,Series A,
1729,1250000.0 USD,4/11/18,Billie,Silverton Partners,,,Historical,
1730,1250000.0 USD,4/11/18,Billie,Female Founders Fund,,,Historical,
1731,1250000.0 USD,4/11/18,Billie,Align Ventures,,,Historical,
1732,1250000.0 USD,4/11/18,Billie,Beta Bridge Capital,,,Historical,
1733,1250000.0 USD,4/11/18,Billie,Greycroft,,,Historical,
1734,1250000.0 USD,4/11/18,Billie,XRC Labs,,,Historical,
1735,1250000.0 USD,4/11/18,Billie,Lakehouse Ventures,,,Historical,
1736,1250000.0 USD,4/11/18,Billie,Serena Ventures,,,Historical,
1737,,6/15/18,Genesis Colors pvt ltd,Reliance Industries,,,Unattributed,
1738,3000000.0 USD,4/25/17,Genesis Colors pvt ltd,Sequoia Capital,,,Unattributed,
1739,,10/1/12,Genesis Colors pvt ltd,Brand Capital,,,Unattributed,
1740,125000000.0 USD,4/16/14,Campaign Monitor,Accel Partners,,,Series A,
1741,125000000.0 USD,4/16/14,Campaign Monitor,Insight Venture Partners,,,Series A,
1742,,11/1/12,CxS,The Carlyle Group,,,Historical,
1743,,4/10/14,Deoleo,CVC Capital Partners,,,Private Equity,
1744,,8/16/16,Lockitron,Y Combinator,,,Historical,
1745,,8/16/16,Lockitron,SV Angel,,,Historical,
1746,,8/16/16,Lockitron,Acequia Capital (Acecap),,,Historical,
1747,66882000.0 USD,2/15/16,Aquafil,Three Hills Capital Partners,,,Unattributed,
1748,18435000.0 USD,12/8/14,Aquafil,Three Hills Capital Partners,,,Unattributed,
1749,18435000.0 USD,12/8/14,Aquafil,La Finanziaria Trentina,,,Unattributed,
1750,67000000.0 USD,10/16/09,Aquafil,Hutton Collins Partners,,,Private Equity,
1751,11500000.0 USD,9/27/16,Updater,Fidelity International Limited,,,Unattributed,
1752,11500000.0 USD,9/27/16,Updater,Thorney Investment,,,Unattributed,
1753,2000000.0 USD,4/1/14,Updater,SoftBank Capital,,,Series A,
1754,2000000.0 USD,4/1/14,Updater,Second Century Ventures,,,Series A,
1755,2000000.0 USD,4/1/14,Updater,IA Ventures,,,Series A,
1756,2000000.0 USD,4/1/14,Updater,Commerce Ventures,,,Series A,
1757,30000000.0 USD,12/17/15,OneSource Water,Balance Point Capital Partners,,,Unattributed,
1758,30000000.0 USD,12/17/15,OneSource Water,Webster Bank,,,Unattributed,
1759,,4/24/18,Innocor,Bain Capital Private Equity,,,Historical,
1760,,4/25/18,American Achievement Corporation,The Carlyle Group,,,Historical,
1761,2000000.0 USD,1/1/08,Jays Group,Creandum,,,Seed,
1762,147500.0 USD,12/19/09,Caterpillar,NYSERDA,,,Grant,
1763,,5/10/06,LoopUp,Adara Ventures,,,Series A,
1764,8100000.0 USD,1/28/19,BeiBei,Banyan Capital Partners,,,Series A,
1765,8100000.0 USD,1/28/19,BeiBei,Mizhe.com,,,Series A,
1766,8100000.0 USD,1/28/19,BeiBei,IDG Capital,,,Series A,
1767,25000000.0 USD,6/17/16,BeiBei,Northern Light Venture Capital,,,Series D,
1768,25000000.0 USD,6/17/16,BeiBei,New Horizon Capital,,,Series D,
1769,25000000.0 USD,6/17/16,BeiBei,Capital Today,,,Series D,
1770,25000000.0 USD,6/17/16,BeiBei,Gaorong Capital,,,Series D,
1771,25000000.0 USD,1/23/15,BeiBei,New Horizon Capital,,,Series C,
1772,25000000.0 USD,1/23/15,BeiBei,Banyan Capital Partners,,,Series C,
1773,25000000.0 USD,1/23/15,BeiBei,Capital Today,,,Series C,
1774,25000000.0 USD,1/23/15,BeiBei,IDG Capital,,,Series C,
1775,162500.0 USD,8/6/19,Sheets & Giggles,Rockies Venture Club,,,Seed,
1776,162500.0 USD,8/6/19,Sheets & Giggles,James Beshara,,,Seed,
1777,162500.0 USD,8/6/19,Sheets & Giggles,Secocha Ventures,,,Seed,
1778,162500.0 USD,8/6/19,Sheets & Giggles,Kokopelli Capital,,,Seed,
1779,162500.0 USD,8/6/19,Sheets & Giggles,W&T Family,,,Seed,
1780,162500.0 USD,8/6/19,Sheets & Giggles,Jack Einhorn,,,Seed,
1781,162500.0 USD,8/6/19,Sheets & Giggles,Groundswell Ventures,,,Seed,
1782,162500.0 USD,8/6/19,Sheets & Giggles,Alpha Bridge Ventures,,,Seed,
1783,676200.0 USD,1/7/19,Sheets & Giggles,Rockies Venture Club,,,Historical,
1784,550000.0 USD,11/10/17,Floravere,Ovo Fund,,,Seed,
1785,550000.0 USD,11/10/17,Floravere,Serena Ventures,,,Seed,
1786,,3/3/17,Nom Noms World Food,Startup Funding Club,,,Seed,
1787,1000000.0 USD,4/12/19,Planet Superheroes,DSG Consumer Partners,,,Series A,
1788,1000000.0 USD,4/12/19,Planet Superheroes,AET Fund,,,Series A,
1789,179900.0 USD,11/30/15,Planet Superheroes,DSG Consumer Partners,,,Seed,
1790,179900.0 USD,11/30/15,Planet Superheroes,Lead Angels Network,,,Seed,
1791,179900.0 USD,11/30/15,Planet Superheroes,The Character Group PLC,,,Seed,
1792,44281200.0 USD,11/1/16,Ruhnn,Alibaba Group,,,Unattributed,
1793,,10/26/15,Ruhnn,SAIF Partners,,,Series B,
1794,,10/26/15,Ruhnn,Legend Capital,,,Series B,
1795,,12/1/14,Ruhnn,SAIF Partners,,,Series A,
1796,681178.0 USD,3/27/19,NakedPoppy,Khosla Ventures,,,Seed,
1797,681178.0 USD,3/27/19,NakedPoppy,Maveron,,,Seed,
1798,681178.0 USD,3/27/19,NakedPoppy,Cowboy Ventures,,,Seed,
1799,681178.0 USD,3/27/19,NakedPoppy,Slow Ventures,,,Seed,
1800,681178.0 USD,3/27/19,NakedPoppy,Felicis Ventures,,,Seed,
1801,681178.0 USD,3/27/19,NakedPoppy,Polaris Venture Capital,,,Seed,
1802,5161295.0 USD,10/4/13,Dogi,Sherpa Capital,,,Unattributed,
1803,,1/1/09,kaufDA,e.ventures,,,Series A,
1804,,1/1/09,kaufDA,StudiVZ,,,Series A,
1805,,1/1/09,kaufDA,OnVista Group,,,Series A,
1806,,1/1/08,kaufDA,Michael Brehm,,,Unattributed,
1807,,1/1/08,kaufDA,Stephan Schubert,,,Unattributed,
1808,,1/1/08,kaufDA,Stefan Glänzer,,,Unattributed,
1809,1000000.0 USD,9/18/18,Public Goods,Listen Ventures,,,Seed,
1810,1000000.0 USD,9/18/18,Public Goods,Day One Ventures,,,Seed,
1811,1000000.0 USD,9/18/18,Public Goods,Yes VC,,,Seed,
1812,,9/11/17,Public Goods,Investo,,,Seed,
1813,,9/11/17,Public Goods,Daniel Scrivner,,,Seed,
1814,,9/11/17,Public Goods,Bryan Rosenblatt,,,Seed,
1815,,9/11/17,Public Goods,KF Ventures,,,Seed,
1816,,5/11/15,JMTY,e.ventures,,,Unattributed,
1817,,4/20/15,Fanli,Rakuten,,,Series C,
1818,20000000.0 USD,5/28/14,Fanli,SIG China (SIG Asia Investments),,,Series B,
1819,5000000.0 USD,7/1/11,Fanli,Steamboat Ventures,,,Series A,
1820,5000000.0 USD,7/1/11,Fanli,Qiming Venture Partners,,,Series A,
1821,56130500.0 USD,9/10/19,HuiMin,China Renaissance Capital Investment,,,Series C,
1822,56130500.0 USD,9/10/19,HuiMin,GP Capital,,,Series C,
1823,56130500.0 USD,9/10/19,HuiMin,Jinan Industry Development Fund,,,Series C,
1824,56130500.0 USD,9/10/19,HuiMin,Fosun Capital,,,Series C,
1825,38400000.0 USD,9/7/16,HuiMin,ZSVC,,,Series B,
1826,38400000.0 USD,9/7/16,HuiMin,GP Capital,,,Series B,
1827,38400000.0 USD,9/7/16,HuiMin,China United SME Guarantee Corporation,,,Series B,
1828,38400000.0 USD,9/7/16,HuiMin,Morningside Venture Capital,,,Series B,
1829,38400000.0 USD,9/7/16,HuiMin,Western Securities Ltd.,,,Series B,
1830,50000000.0 USD,1/1/15,HuiMin,Morningside Group,,,Series A,
1831,50000000.0 USD,1/1/15,HuiMin,GP Capital,,,Series A,
1832,900000.0 USD,9/26/19,Package Free,Primary Venture Partners,,,Seed,
1833,900000.0 USD,9/26/19,Package Free,Neil Parikh,,,Seed,
1834,900000.0 USD,9/26/19,Package Free,Day One Ventures,,,Seed,
1835,900000.0 USD,9/26/19,Package Free,TQ Ventures,,,Seed,
1836,900000.0 USD,9/26/19,Package Free,ryan engel,,,Seed,
1837,35000000.0 USD,8/21/19,Icelandic Glacial,BlackRock,,,Unattributed,
1838,850000.0 USD,8/5/19,DealShare,Matrix Partners,,,Unattributed,
1839,850000.0 USD,8/5/19,DealShare,Omidyar Network,,,Unattributed,
1840,850000.0 USD,8/5/19,DealShare,Unnamed angel investors,,,Unattributed,
1841,850000.0 USD,8/5/19,DealShare,Falcon Edge,,,Unattributed,
1842,3333333.3333333335 USD,9/10/19,Yesmro,Shunwei Capital,,,Series A,
1843,3333333.3333333335 USD,9/10/19,Yesmro,Matrix Partners China,,,Series A,
1844,3333333.3333333335 USD,9/10/19,Yesmro,Pan-Lin Asset Management,,,Series A,
1845,,9/12/18,Yesmro,Pan-Lin Asset Management,,,Seed,
1846,25000000.0 USD,9/19/19,Future State Brands,Cresco Capital Partners,,,Private Equity,
1847,1000000.0 USD,1/1/17,Baiwancang,Hanhua Financial Holding,,,Seed,
1848,,8/6/16,Baiwancang,Lightspeed China Partners,,,Seed,
1849,,8/6/16,Baiwancang,Gaorong Capital,,,Seed,
1850,1100000.0 USD,9/27/19,Kyoku,Science,,,Seed,
