,blacklisted,companyType,displayName,foundedYear,logo,parentCompany,stockTicker,stocksSummary,totalFunding,valuation
144,[],public,Youngevity International,1997,{'url': 'https://uploads4.craft.co/uploads/company/logo/2067xx/206783/normal_a1e0094f2031af15.jpg'},,YGYI,133258830.0,0 USD,133258830 USD
145,[],public,Alkaline Water,2012,{'url': 'https://uploads2.craft.co/uploads/company/logo/1358xx/135873/normal_20e361799929aad3.png'},,WTER,68236752.0,0 USD,68236752 USD
146,[],public,Scott's Liquid Gold,1954,{'url': 'https://uploads1.craft.co/uploads/company/logo/2591xx/259143/normal_4e41a5d18ab76c91.jpg'},,SLGD,33882157.0,0 USD,33882157 USD
147,[],public,Duluth Trading Company,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/12835xx/1283543/normal_123071752857fc12.jpg'},,DLTH,289350880.0,0 USD,289350880 USD
148,[],public,Ourpets,1995,{'url': 'https://uploads2.craft.co/uploads/company/logo/2584xx/258482/normal_1d03ee95eac7a275.png'},,OPCO,15331686.0,0 USD,15331686 USD
149,[],public,Gilla,2013,{'url': 'https://uploads4.craft.co/uploads/company/logo/2574xx/257451/normal_35df40653524c703.jpg'},,GLLA,8530574.0,0 USD,8530574 USD
150,[],public,CV Sciences,2016,{'url': 'https://uploads1.craft.co/uploads/company/logo/2584xx/258409/normal_c6c06046733afb64.jpg'},,CVSI,19750000.0,0 USD,19750000 USD
151,[],private,Sealskinz,1999,{'url': 'https://uploads3.craft.co/uploads/company/logo/2460xx/246089/normal_ENck5lO1.jpg'},,,,0 USD,
152,[],private,Gilbertson & Page,1873,{'url': 'https://uploads3.craft.co/uploads/company/logo/2502xx/250268/normal_695449204d68ee32.jpg'},,,,0 USD,
153,[],public,Helen of Troy,1968,{'url': 'https://uploads4.craft.co/uploads/company/logo/1948xx/194840/normal_daf0de766d850f52.jpg'},,HELE,3760777530.0,0 USD,3760777530 USD
154,[],subsidiary,Dollar Shave Club,2011,{'url': 'https://uploads3.craft.co/uploads/company/logo/846xx/84661/normal_LI0zAWOa.jpeg'},{'displayName': 'Unilever'},,,163500000 USD,
155,[],private,Studio,1962,{'url': 'https://uploads5.craft.co/uploads/company/logo/1402xx/140243/normal_23858a846b5c0b5d.jpg'},,,,0 USD,
156,[],subsidiary,Poundland,1990,{'url': 'https://uploads3.craft.co/uploads/company/logo/92xx/9272/normal_iE_BKU4v.jpg'},,PLND.L,,0 USD,
157,[],public,Sequential Brands Group,2012,{'url': 'https://uploads5.craft.co/uploads/company/logo/1975xx/197545/normal_17620117bd93f01d.png'},,SQBG,18692749.0,0 USD,18692749 USD
158,[],subsidiary,Regal Entertainment Group,1989,{'url': 'https://uploads5.craft.co/uploads/company/logo/116xx/11687/normal_eN5aGU3g.jpg'},{'displayName': 'Cineworld'},,3542305240.0,0 USD,
159,[],public,Schweitzer-Mauduit International,1995,{'url': 'https://uploads3.craft.co/uploads/company/logo/1480xx/148012/normal_2028f38c74caa547.png'},,SWM,1047374400.0,0 USD,1047374400 USD
160,[],private,Indiegogo,2008,{'url': 'https://uploads1.craft.co/uploads/company/logo/6xx/604/normal_ba9dad2b44bec3f6.png'},,,,56500000 USD,
161,[],subsidiary,Lazada,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/1008xx/100882/normal_8532bd6d840d08c3.jpg'},{'displayName': 'Alibaba'},,,4209160000 USD,
162,[],private,Sugru,2004,{'url': 'https://uploads3.craft.co/uploads/company/logo/1498xx/149839/normal_10407535_10152797767480912_6413615521271945648_n.png'},,,,12900000 USD,
163,[],subsidiary,Flipkart,2007,{'url': 'https://uploads4.craft.co/uploads/company/logo/513xx/51301/normal_b16f39c4f63d8a6f.png'},{'displayName': 'Walmart'},,,7493275723 USD,
164,[],public,Escalade,1922,{'url': 'https://uploads1.craft.co/uploads/company/logo/124xx/12455/normal_b3e0931f96357dbd.png'},,ESCA,151914000.0,0 USD,151914000 USD
165,[],public,Johnson Outdoors,1970,{'url': 'https://uploads2.craft.co/uploads/company/logo/124xx/12498/normal_6266348cbfe8821e.png'},,JOUT,604483560.0,0 USD,604483560 USD
166,[],private,Motocaddy,2004,{'url': 'https://uploads4.craft.co/uploads/company/logo/2503xx/250336/normal_06cae10ce40c989d.png'},,,,0 USD,
167,[],private,The Natural Wood Floor,,{'url': 'https://uploads3.craft.co/uploads/company/logo/2505xx/250567/normal_479d0c76697c77a4.png'},,,,0 USD,
168,[],public,Nova Lifestyle,2011,{'url': 'https://uploads1.craft.co/uploads/company/logo/2019xx/201971/normal_3a83a1831ef5d6f4.png'},,NVFY,15576978.0,0 USD,15576978 USD
169,[],subsidiary,MyOptique Group,,{'url': 'https://uploads4.craft.co/uploads/company/logo/1231xx/123169/normal_cecc443e5dd9e92f.jpg'},{'displayName': 'Essilor International'},,,125410000 USD,
170,[],subsidiary,House of Fraser,1849,{'url': 'https://uploads5.craft.co/uploads/company/logo/2563xx/256325/normal_7dfedce9c34eee2a.jpg'},{'displayName': 'Sports Direct'},,,0 USD,
171,[],subsidiary,Myntra,2007,{'url': 'https://uploads2.craft.co/uploads/company/logo/390xx/39086/normal_7c3fcaa7eac4c47b.png'},{'displayName': 'Flipkart'},,,334942000 USD,
172,[],public,Oil-Dri Corporation Of America,1941,{'url': 'https://uploads4.craft.co/uploads/company/logo/111xx/11133/normal_0749b976cbd0fb01.jpg'},,ODC,249521861.0,0 USD,249521861 USD
173,[],public,Church & Dwight,1846,{'url': 'https://uploads5.craft.co/uploads/company/logo/108xx/10813/normal_690c14c1803409fc.jpeg'},,CHD,18759528320.0,0 USD,18759528320 USD
174,[],public,Momentive,2006,{'url': 'https://uploads1.craft.co/uploads/company/logo/2544xx/254493/normal_f223908d864433d5.JPG'},,MPMH,1082736765.0,0 USD,1082736765 USD
175,[],private,The Hut Group,2004,{'url': 'https://uploads1.craft.co/uploads/company/logo/15xx/1576/normal_5209ccf45a2f7fe5.jpg'},,,,2841661420 USD,
176,[],public,Henkel,1876,{'url': 'https://uploads4.craft.co/uploads/company/logo/273xx/27357/normal_de25debc551db828.png'},,HEN.F,52420000000.0,0 USD,
177,[],public,Funko,1998,{'url': 'https://uploads5.craft.co/uploads/company/logo/2749xx/274919/normal_0a375fd2c23ee3ba.png'},,FNKO,1001742000.0,0 USD,1001742000 USD
178,[],public,Howden Joinery,1995,{'url': 'https://uploads3.craft.co/uploads/company/logo/88xx/8848/normal_472a.jpg'},,HWDN.L,2560000000.0,0 USD,
179,[],private,Euro Garages,2001,{'url': 'https://uploads2.craft.co/uploads/company/logo/2440xx/244006/normal__________2016-01-06_11.35.06.png'},,,,0 USD,
180,[],private,Boxed,2013,{'url': 'https://uploads3.craft.co/uploads/company/logo/1921xx/192172/normal_581a7141efbd5f08.png'},,,,243600000 USD,470000000 USD
181,[],public,Watsco,1945,{'url': 'https://uploads3.craft.co/uploads/company/logo/1192xx/119277/normal_1df32cb867d80fde.png'},,WSO,6307220340.0,0 USD,6307220340 USD
182,[],private,Glossier,2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/2315xx/231502/normal_8548a6de407d9049.jpeg'},,,,186400000 USD,1200000000 USD
183,[],public,Pz Cussons,1879,{'url': 'https://uploads5.craft.co/uploads/company/logo/2081xx/208185/normal_PZ-Cussons.png'},,PZC.L,1380000000.0,0 USD,
184,[],private,The Licensing Company,,{'url': 'https://uploads4.craft.co/uploads/company/logo/2505xx/250560/normal_95637f5a81652fe9.jpg'},,,,0 USD,
185,[],private,Snapdeal,2010,{'url': 'https://uploads2.craft.co/uploads/company/logo/787xx/78711/normal_b409f2046940c3f7.png'},,,,1776270000 USD,7000000000 USD
186,[],subsidiary,BNSF Railway,1996,{'url': 'https://uploads5.craft.co/uploads/company/logo/2570xx/257018/normal_d6ad7c3484c112ee.png'},{'displayName': 'Berkshire Hathaway'},,,0 USD,
187,[],private,Allbirds,2015,{'url': 'https://uploads5.craft.co/uploads/company/logo/2474xx/247461/normal_1343f2e19242159d.jpg'},,,,77500000 USD,1400000000 USD
188,[],public,Cyanotech,1983,{'url': 'https://uploads2.craft.co/uploads/company/logo/125xx/12561/normal_9ee7906d8aaef63d.jpg'},,CYAN,14056280.0,0 USD,14056280 USD
189,[],public,Synutra International,1998,{'url': 'https://uploads2.craft.co/uploads/company/logo/130xx/13065/normal_3346a263e2bf1579.png'},,SYUT,342970000.0,0 USD,342970000 USD
190,[],public,YETI,2006,{'url': 'https://uploads5.craft.co/uploads/company/logo/13465xx/1346559/normal_9c37cff0ae2fcb25.jpg'},,YETI,2472641790.0,0 USD,2472641790 USD
191,[],public,Groupe SEB,1857,{'url': 'https://uploads1.craft.co/uploads/company/logo/2495xx/249539/normal_7fb8566aa20e6414.jpg'},,SK.PA,7940000000.0,0 USD,
192,[],private,Crown Imperial,1946,{'url': 'https://uploads2.craft.co/uploads/company/logo/2501xx/250153/normal_59710f163690be66.jpg'},,,,0 USD,
193,[],public,Crown Crafts,1957,{'url': 'https://uploads2.craft.co/uploads/company/logo/2006xx/200633/normal_11c6e424ee32775c.jpg'},,CRWS,64761600.0,0 USD,64761600 USD
194,[],private,Delta Global Source,2007,{'url': 'https://uploads4.craft.co/uploads/company/logo/2511xx/251113/normal_84b64914ea409524.jpg'},,,,0 USD,
195,[],private,John Lewis Partnership,1864,{'url': 'https://uploads3.craft.co/uploads/company/logo/13528xx/1352888/normal_8addef97d1fee2a1.png'},,,,0 USD,
196,[],subsidiary,Iceland Foods,1970,{'url': 'https://uploads2.craft.co/uploads/company/logo/13623xx/1362379/normal_58055bc94ca78dba.jpg'},,,,0 USD,
197,[],public,Charlie's Holdings,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/2567xx/256714/normal_4b0fe91a5f60bb9a.png'},,CHUC,5810000.0,0 USD,5810000 USD
198,[],public,Edgewell Personal Care,2015,{'url': 'https://uploads1.craft.co/uploads/company/logo/2492xx/249297/normal_493dd7bf98573b2a.png'},,EPC,1660034650.0,0 USD,1660034650 USD
199,[],public,Xcel Brands,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/2497xx/249788/normal_c71c32d44282e730.jpg'},,XELB,33967040.0,0 USD,33967040 USD
200,[],private,Victoria Plum,2001,{'url': 'https://uploads2.craft.co/uploads/company/logo/1414xx/141401/normal_564d99c12de9da17.jpg'},,,,0 USD,
201,[],private,L.L.Bean,1912,{'url': 'https://uploads3.craft.co/uploads/company/logo/11005xx/1100519/normal_d2e89b012d848619.jpeg'},,,,0 USD,
202,[],subsidiary,HomeAway,2004,{'url': 'https://uploads1.craft.co/uploads/company/logo/19xx/1914/normal_7037f56078ee2b83.jpg'},{'displayName': 'Expedia Group'},AWAY,,515942105 USD,
203,[],public,CFAO,1887,{'url': 'https://uploads2.craft.co/uploads/company/logo/68xx/6899/normal_0db9efcdc5f4482a.jpg'},,CFAO.PA,2350000000.0,0 USD,
204,[],public,EFT Holdings,1992,{'url': 'https://uploads3.craft.co/uploads/company/logo/2582xx/258257/normal_36450b955a6db349.jpg'},,EFTB,1900000.0,0 USD,1900000 USD
205,[],public,JRjr33,2013,{'url': 'https://uploads3.craft.co/uploads/company/logo/2576xx/257629/normal_06d7151020a66158.png'},,JRJRQ,2376399.0,0 USD,2376399 USD
206,[],public,Cca Industries,1983,{'url': 'https://uploads1.craft.co/uploads/company/logo/2565xx/256512/normal_b82864b3efe31cf4.png'},,CAW,11856128.0,0 USD,11856128 USD
207,[],public,Seen on Screen TV,1993,{'url': 'https://uploads2.craft.co/uploads/company/logo/2570xx/257096/normal_3b2a9cf20b137689.png'},,SONT,354316.78,0 USD,354316 USD
208,[],public,Swallowfield,1876,{'url': 'https://uploads5.craft.co/uploads/company/logo/100xx/10039/normal_a66f538925840def.png'},,SWL.L,55230000.0,0 USD,
209,[],public,Trident Brands,2007,{'url': 'https://uploads2.craft.co/uploads/company/logo/2582xx/258258/normal_1881abb0263b86b8.jpg'},,TDNT,17263000.0,0 USD,17263000 USD
210,[],public,Universal Corporation,1886,{'url': 'https://uploads3.craft.co/uploads/company/logo/118xx/11829/normal_0345886f4ee7f7cb.png'},,UVV,1352928780.0,0 USD,1352928780 USD
211,[],public,Acme United,1867,{'url': 'https://uploads1.craft.co/uploads/company/logo/1906xx/190641/normal_acmeunited.jpg'},,ACU,66369600.0,0 USD,66369600 USD
212,[],public,Servotronics,1959,{'url': 'https://uploads2.craft.co/uploads/company/logo/2473xx/247365/normal_Servotronics_Logo_PR.jpg'},,SVT,24626100.0,0 USD,24626100 USD
213,[],subsidiary,Walker & Company Brands,2013,{'url': 'https://uploads5.craft.co/uploads/company/logo/1965xx/196576/normal_DzpsV3Wz.jpg'},{'displayName': 'Procter & Gamble'},,,33300000 USD,
214,[],public,PurpleBricks,2012,{'url': 'https://uploads5.craft.co/uploads/company/logo/2005xx/200567/normal_7a203e097533f427.jpg'},,PURP.L,,242438600 USD,
215,[],private,Rahim Brothers,,{'url': 'https://uploads5.craft.co/uploads/company/logo/2510xx/251094/normal_f002edea8e84853e.jpg'},,,,0 USD,
216,[],private,Conair,1959,{'url': 'https://uploads2.craft.co/uploads/company/logo/2547xx/254736/normal_16a3b5c2a2dfe720.png'},,,,0 USD,
217,[],private,Hammock Boutique,2003,{'url': 'https://uploads2.craft.co/uploads/company/logo/2551xx/255142/normal_33c8005b3374e983.png'},,,,0 USD,
218,[],private,Able Industrial Products,1974,{'url': 'https://uploads4.craft.co/uploads/company/logo/5760xx/576024/normal_9bb50ca0f82bf054.png'},,,,0 USD,
219,[],private,Ayurshakha,2016,{'url': 'https://uploads1.craft.co/uploads/company/logo/2587xx/258782/normal_b7b1be111ddceee7.jpg'},,,,0 USD,
220,[],private,Holiday Companies,1928,{'url': 'https://uploads2.craft.co/uploads/company/logo/2546xx/254656/normal_32cbdac1ee7175f7.jpeg'},,,,0 USD,
221,[],private,einhorn,,{'url': 'https://uploads4.craft.co/uploads/company/logo/2559xx/255950/normal_29bd14423e9decc4.jpg'},,,,0 USD,
222,[],private,GrillSymbol,1998,{'url': 'https://uploads2.craft.co/uploads/company/logo/2593xx/259390/normal_1beb59a70abe3256.jpg'},,,,0 USD,
223,[],private,Olympic Arms,1956,{'url': 'https://uploads4.craft.co/uploads/company/logo/6183xx/618366/normal_0988ff4170197a68.gif'},,,,0 USD,
224,[],private,BEFORE Brands,2015,{'url': 'https://uploads4.craft.co/uploads/company/logo/2542xx/254273/normal_dad19b5ecad22038.jpg'},,,,48100000 USD,
225,[],private,gDiapers,2004,{'url': 'https://uploads3.craft.co/uploads/company/logo/1382xx/138203/normal_3e8de039ec2ad813.jpeg'},,,,5800000 USD,
226,[],private,Beach Camera,1983,{'url': 'https://uploads1.craft.co/uploads/company/logo/4488xx/448860/normal_77158d7baa411c36.png'},,,,0 USD,
227,[],private,Goxip,2014,{'url': 'https://uploads3.craft.co/uploads/company/logo/2487xx/248714/normal_5fa6ba16365ab78c.png'},,,,8020000 USD,
228,[],public,Japan Tobacco,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/1691xx/169127/normal_798da496f099b3f2.png'},,2914.T,59070000000.0,0 USD,59070000000 USD
229,[],public,Seychelle Environmental Technologies,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2316xx/231617/normal_75173afa9271d94c.jpg'},,SYEV,4251890.0,0 USD,4251890 USD
230,[],public,Metro Bank,2010,{'url': 'https://uploads4.craft.co/uploads/company/logo/2475xx/247518/normal_ef6a840caddba160.png'},,MTRO.L,2860000000.0,1197906000 USD,
231,[],subsidiary,Jet.com,2014,{'url': 'https://uploads1.craft.co/uploads/company/logo/2058xx/205860/normal_yogzqREQ.png'},{'displayName': 'Walmart'},,,570000000 USD,
232,[],subsidiary,Harry's,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/15xx/1593/normal_Qh5N3_bO.png'},{'displayName': 'Edgewell Personal Care'},,,339850005 USD,
233,[],private,Pax Labs,2007,{'url': 'https://uploads5.craft.co/uploads/company/logo/2447xx/244744/normal_YJWb3Kg8.jpeg'},,,,486700000 USD,1700000000 USD
234,[],private,Ssense,2003,{'url': 'https://uploads1.craft.co/uploads/company/logo/15xx/1531/normal_15e0bc94c594ac29.jpg'},,,,0 USD,
235,[],private,Bigbasket,2011,{'url': 'https://uploads3.craft.co/uploads/company/logo/1581xx/158197/normal_r2i3P3xC_400x400.jpg'},,,,1012072085 USD,1800000000 USD
236,[],public,Walgreens Boots Alliance,2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/133xx/13332/normal_89a8d77c0c400ced.png'},,WBA,47026656010.0,0 USD,47026656010 USD
237,[],private,StockX,2012,{'url': 'https://uploads5.craft.co/uploads/company/logo/2562xx/256262/normal_2cc1d05aab5921e1.jpg'},,,,160000000 USD,1000000000 USD
238,[],private,IndiaMART,1996,{'url': 'https://uploads3.craft.co/uploads/company/logo/381xx/38117/normal_7d25627d662749e4.png'},,,,40136000 USD,
239,[],private,Astro Lighting,1997,{'url': 'https://uploads1.craft.co/uploads/company/logo/2500xx/250009/normal_650758e6ec72e837.jpg'},,,,0 USD,
240,[],private,Oasis Fashions,1991,{'url': 'https://uploads3.craft.co/uploads/company/logo/8771xx/877172/normal_ef71f75ff57672dd.jpg'},,,,0 USD,
241,[],private,Cotopaxi,2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/1588xx/158839/normal_t1AYKOlO_400x400.png'},,,,22000000 USD,
242,[],public,Yunji,2015,{'url': 'https://uploads1.craft.co/uploads/company/logo/14017xx/1401742/normal_813f7d8a0d5a7aab.png'},,YJ,851317099.0,0 USD,851317099 USD
243,[],private,Toymail,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/1478xx/147849/normal_a1dd2506b3bbf2db.png'},,,,1620000 USD,
244,[],private,LOLA,2014,{'url': 'https://uploads1.craft.co/uploads/company/logo/2474xx/247491/normal_64f692e9904ad23d.png'},,,,35200000 USD,
245,[],public,Carrefour,1959,{'url': 'https://uploads3.craft.co/uploads/company/logo/312xx/31219/normal_17c9edb9b4e415d3.jpg'},,CA.PA,18583291885.0,0 USD,18583291885 USD
246,[],private,Grofers,2013,{'url': 'https://uploads4.craft.co/uploads/company/logo/1880xx/188082/normal_CeLoS783_400x400.png'},,,,521800000 USD,567000000 USD
247,[],private,Shoes of Prey,2009,{'url': 'https://uploads1.craft.co/uploads/company/logo/391xx/39140/normal_5ca7rpa4_400x400.png'},,,,27080000 USD,
248,[],public,Svenska Cellulosa,1929,{'url': 'https://uploads2.craft.co/uploads/company/logo/1524xx/152481/normal_e909ee45db14ff9d.jpeg'},,SCA-B.ST,55200000000.0,0 USD,
249,[],private,Plantain,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2511xx/251186/normal_467ca9d4df3995c3.jpg'},,,,0 USD,
250,[],subsidiary,Food52,2009,{'url': 'https://uploads3.craft.co/uploads/company/logo/359xx/35951/normal_1108871a3f3764cfcdbe704543a056c5.png'},,,,96300000 USD,
251,[],private,LACOSTE,1933,{'url': 'https://uploads1.craft.co/uploads/company/logo/9585xx/958511/normal_7f289979ae7b1199.jpg'},,,,0 USD,
252,[],public,Carlsberg,1847,{'url': 'https://uploads3.craft.co/uploads/company/logo/65xx/6573/normal_68da90960b369d8f.jpg'},,CARL-B.CO,17390000000.0,0 USD,17390000000 USD
253,[],subsidiary,Living Proof,2004,{'url': 'https://uploads4.craft.co/uploads/company/logo/322xx/32258/normal_faf4d1e691bb9095.jpeg'},{'displayName': 'Unilever'},,,53000000 USD,
254,[],private,Guitar Center,1959,{'url': 'https://uploads5.craft.co/uploads/company/logo/232xx/23292/normal_e075ed7af51421c8.jpg'},{'displayName': 'Bain Capital'},,,0 USD,
255,[],public,Maisons du Monde,1996,{'url': 'https://uploads4.craft.co/uploads/company/logo/2494xx/249441/normal_ebe722313b386ae1.png'},,MDM.PA,1680000000.0,0 USD,
256,[],public,Husqvarna,1689,{'url': 'https://uploads4.craft.co/uploads/company/logo/1675xx/167503/normal_8b35ebf1115966e9.png'},,HUSQ-A.ST,9500000000.0,0 USD,
257,[],subsidiary,Trendyol,2009,{'url': 'https://uploads4.craft.co/uploads/company/logo/624xx/62419/normal_RNhN1WCS.jpg'},{'displayName': 'Alibaba'},,,36940000 USD,
258,[],public,Evolis,1999,{'url': 'https://uploads1.craft.co/uploads/company/logo/2519xx/251995/normal_6bcbe0f0fa2fd1cc.png'},,ALTVO.PA,213710000.0,0 USD,
259,[],private,Juul Labs,2007,{'url': 'https://uploads3.craft.co/uploads/company/logo/2793xx/279380/normal_bf2f214884511208.png'},,,,14346676874 USD,38000000000 USD
260,[],public,Rubicon Project,2007,{'url': 'https://uploads3.craft.co/uploads/company/logo/20xx/2087/normal_4e1eeb8e2c6a792d.png'},,RUBI,449892741.0,29000000 USD,449892741 USD
261,[],public,Mitra Adiperkasa,1995,{'url': 'https://uploads2.craft.co/uploads/company/logo/2564xx/256476/normal_29db52cf992b7a9a.png'},,MAPI.JK,11288000000000.0,0 USD,
262,[],private,SoapBox Soaps,2010,{'url': 'https://uploads3.craft.co/uploads/company/logo/1899xx/189944/normal_500aa473b0befe91.jpg'},,,,3270000 USD,
263,[],public,DUNI,,{'url': 'https://uploads2.craft.co/uploads/company/logo/66xx/6614/normal_d72955302f43ab07.jpg'},,DUNI.ST,5860000000.0,0 USD,
264,[],private,BeON Home,2013,{'url': 'https://uploads5.craft.co/uploads/company/logo/1537xx/153789/normal_9bd66ddcc1d0f3f6.png'},,,,4550000 USD,
265,[],public,Argos Therapeutics,1997,{'url': 'https://uploads2.craft.co/uploads/company/logo/744xx/74487/normal__RJS8aGM.jpeg'},,ARGSQ,1484000.0,118400000 USD,1484000 USD
266,[],private,Barrett Firearms,1982,{'url': 'https://uploads5.craft.co/uploads/company/logo/6258xx/625835/normal_7a9edc9cc4559824.jpg'},,,,0 USD,
267,[],public,Lovesac,1998,{'url': 'https://uploads3.craft.co/uploads/company/logo/12300xx/1230060/normal_14f87bdb54bbd66b.jpg'},,LOVE,237712650.0,0 USD,237712650 USD
268,[],public,Coca-Cola Femsa,1993,{'url': 'https://uploads4.craft.co/uploads/company/logo/110xx/11030/normal_nkdr61wjaygsja7wuz47.png'},,KOFUBL.MX,3257340016.0,0 USD,3257340016 USD
269,[],subsidiary,Jack Wills,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/7648xx/764885/normal_cb6082223f76fccd.jpg'},{'displayName': 'Sports Direct'},,,0 USD,
270,[],public,smartphoto,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2522xx/252239/normal_a8e780fa8dbbdc0d.png'},,SMAR.BR,62130000000.0,0 USD,
271,[],private,Tanga,2006,{'url': 'https://uploads4.craft.co/uploads/company/logo/185xx/18545/normal_83689b9a3ceaebad.jpg'},,,,0 USD,
